location,year_month,public,total,total_sex_male,total_sex_female,total_age_0_19,total_age_20_39,total_age_40_59,total_age_60_max,total_sex_male_age_0_19,total_sex_male_age_20_39,total_sex_male_age_40_59,total_sex_male_age_60_max,total_sex_female_age_0_19,total_sex_female_age_20_39,total_sex_female_age_40_59,total_sex_female_age_60_max
Germany_Saxony,Nov 2019,N,63,43,20,.b,.b,24,28,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Dec 2019,N,43,35,8,.b,.b,.b,23,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Jan 2020,N,67,48,19,.b,.b,18,36,.b,.b,.b,24,.b,.b,.b,12
Germany_Saxony,Feb 2020,N,48,33,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Mar 2020,N,58,45,13,.b,.b,19,28,.b,.b,.b,22,.b,.b,.b,6
Germany_Saxony,Apr 2020,N,51,41,10,.b,.b,20,20,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,May 2020,N,53,40,13,.b,.b,15,29,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Jun 2020,N,52,43,9,.b,.b,16,28,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Jul 2020,N,65,48,17,.b,.b,21,31,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Aug 2020,N,53,42,11,.b,10,.b,32,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Sep 2020,N,43,37,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Oct 2020,N,53,45,8,.b,.b,12,35,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Nov 2020,N,47,39,8,.b,.b,11,25,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Dec 2020,N,60,47,13,.b,.b,18,36,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Jan 2021,N,44,35,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,Feb 2021,N,69,52,17,.b,.b,23,33,.b,.b,.b,24,.b,.b,.b,9
Germany_Saxony,Mar 2021,N,50,35,15,.b,.b,13,28,.b,.b,.b,19,.b,.b,.b,9
Germany_Saxony,Apr 2021,N,59,43,16,.b,.b,15,35,.b,.b,.b,.b,.b,.b,.b,.b
Germany_Saxony,May 2021,N,71,48,23,.b,.b,19,38,.b,.b,.b,24,.b,.b,.b,14
Germany_Saxony,Jun 2021,N,53,34,19,.b,.b,17,30,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jan 2016,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Feb 2016,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Mar 2016,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Apr 2016,N,13,.b,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,May 2016,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jun 2016,N,14,7,7,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jul 2016,N,13,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Aug 2016,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Sep 2016,N,19,10,9,.b,.b,10,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Oct 2016,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Nov 2016,N,14,.b,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Dec 2016,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jan 2017,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Feb 2017,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Mar 2017,N,16,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Apr 2017,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,May 2017,N,18,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jun 2017,N,19,13,6,.b,.b,.b,10,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jul 2017,N,16,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Aug 2017,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Sep 2017,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Oct 2017,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Nov 2017,N,12,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Dec 2017,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jan 2018,N,15,9,6,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Feb 2018,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Mar 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Apr 2018,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,May 2018,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jun 2018,N,23,15,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jul 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Aug 2018,N,14,8,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Sep 2018,N,24,15,9,.b,.b,7,9,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Oct 2018,N,19,.b,.b,.b,.b,.b,11,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Nov 2018,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Dec 2018,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jan 2019,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Feb 2019,N,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Mar 2019,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Apr 2019,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,May 2019,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jun 2019,N,15,.b,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jul 2019,N,17,.b,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Aug 2019,N,12,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Sep 2019,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Oct 2019,N,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Nov 2019,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Dec 2019,N,15,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jan 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Feb 2020,N,12,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Mar 2020,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Apr 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,May 2020,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jun 2020,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jul 2020,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Aug 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Sep 2020,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Oct 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Nov 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Dec 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jan 2021,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Feb 2021,N,14,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Mar 2021,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Apr 2021,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,May 2021,N,16,10,6,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Milan,Jun 2021,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jan 2016,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Feb 2016,N,13,.b,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Mar 2016,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Apr 2016,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,May 2016,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jun 2016,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jul 2016,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Aug 2016,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Sep 2016,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Oct 2016,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Nov 2016,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Dec 2016,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jan 2017,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Feb 2017,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Mar 2017,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Apr 2017,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,May 2017,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jun 2017,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jul 2017,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Aug 2017,N,13,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Sep 2017,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Oct 2017,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Nov 2017,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Dec 2017,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jan 2018,N,15,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Feb 2018,N,13,7,6,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Mar 2018,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Apr 2018,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,May 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jun 2018,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jul 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Aug 2018,N,14,.b,.b,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Sep 2018,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Oct 2018,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Nov 2018,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Dec 2018,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jan 2019,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Feb 2019,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Mar 2019,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Apr 2019,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,May 2019,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jun 2019,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jul 2019,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Aug 2019,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Sep 2019,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Oct 2019,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Nov 2019,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Dec 2019,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jan 2020,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Feb 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Mar 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Apr 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,May 2020,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jun 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jul 2020,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Aug 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Sep 2020,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Oct 2020,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Nov 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Dec 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jan 2021,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Feb 2021,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Mar 2021,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Apr 2021,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,May 2021,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Italy_Udine and Pordenone,Jun 2021,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Japan,Jan 2016,N,1729,1173,556,51,424,597,655,39,315,420,397,12,109,177,258
Japan,Feb 2016,N,1722,1194,528,51,401,565,701,37,280,422,452,14,121,143,249
Japan,Mar 2016,N,1578,1075,503,50,328,526,669,32,247,364,427,18,81,162,242
Japan,Apr 2016,N,1480,1011,469,31,352,494,599,22,250,355,381,9,102,139,218
Japan,May 2016,N,1614,1100,514,31,364,570,641,20,257,416,401,11,107,154,240
Japan,Jun 2016,N,1973,1360,613,23,456,695,794,16,330,517,493,7,126,178,301
Japan,Jul 2016,N,1749,1197,552,51,420,574,696,34,309,417,432,17,111,157,264
Japan,Aug 2016,N,1917,1313,604,42,423,625,824,31,308,449,523,11,115,176,301
Japan,Sep 2016,N,1713,1169,544,33,386,593,698,21,288,432,425,12,98,161,273
Japan,Oct 2016,N,1742,1191,551,38,407,531,758,26,304,387,468,12,103,144,290
Japan,Nov 2016,N,1586,1090,496,46,372,511,654,28,259,377,424,18,113,134,230
Japan,Dec 2016,N,1645,1118,527,48,381,529,679,32,277,361,440,16,104,168,239
Japan,Jan 2017,N,1667,1169,498,51,391,564,655,35,283,437,408,16,108,127,247
Japan,Feb 2017,N,1525,1058,467,39,388,506,584,27,288,366,370,12,100,140,214
Japan,Mar 2017,N,1475,1010,465,33,323,522,595,26,236,372,374,7,87,150,221
Japan,Apr 2017,N,1520,1045,475,44,358,506,606,31,269,363,379,13,89,143,227
Japan,May 2017,N,1780,1214,566,40,415,599,723,28,287,434,462,12,128,165,261
Japan,Jun 2017,N,1780,1210,570,49,403,596,728,33,285,422,466,16,118,174,262
Japan,Jul 2017,N,1885,1289,596,37,432,608,799,23,322,432,506,14,110,176,293
Japan,Aug 2017,N,1729,1175,554,45,373,573,733,32,260,413,467,13,113,160,266
Japan,Sep 2017,N,1681,1138,543,41,362,573,700,24,268,409,432,17,94,164,268
Japan,Oct 2017,N,1717,1180,537,56,390,569,697,38,296,390,452,18,94,179,245
Japan,Nov 2017,N,1700,1198,502,53,405,561,677,42,285,408,459,11,120,153,218
Japan,Dec 2017,N,1305,926,379,35,301,472,493,27,233,338,325,8,68,134,168
Japan,Jan 2018,N,1502,1029,473,42,350,510,597,30,265,342,391,12,85,168,206
Japan,Feb 2018,N,1484,1013,471,36,362,520,564,22,256,369,365,14,106,151,199
Japan,Mar 2018,N,1830,1310,520,40,402,655,732,19,307,495,488,21,95,160,244
Japan,Apr 2018,N,1661,1118,543,47,377,528,702,30,271,373,438,17,106,155,264
Japan,May 2018,N,1714,1148,566,55,372,596,686,36,262,419,427,19,110,177,259
Japan,Jun 2018,N,1616,1106,510,60,357,517,678,40,270,360,432,20,87,157,246
Japan,Jul 2018,N,1598,1088,510,53,366,533,638,27,244,386,424,26,122,147,214
Japan,Aug 2018,N,1578,1039,539,53,363,511,646,34,253,344,404,19,110,167,242
Japan,Sep 2018,N,1604,1089,515,48,357,531,658,28,264,388,400,20,93,143,258
Japan,Oct 2018,N,1654,1141,513,41,408,538,662,23,299,396,418,18,109,142,244
Japan,Nov 2018,N,1512,1007,505,34,345,506,624,20,250,349,385,14,95,157,239
Japan,Dec 2018,N,1516,1037,479,49,333,522,610,29,260,363,383,20,73,159,227
Japan,Jan 2019,N,1701,1195,506,62,443,573,621,38,330,435,391,24,113,138,230
Japan,Feb 2019,N,1615,1122,493,57,383,561,611,40,259,418,402,17,124,143,209
Japan,Mar 2019,N,1850,1328,522,50,423,633,732,31,321,469,495,19,102,164,237
Japan,Apr 2019,N,1776,1249,527,70,398,584,721,46,297,433,470,24,101,151,251
Japan,May 2019,N,1840,1290,550,64,415,630,728,43,313,455,477,21,102,175,251
Japan,Jun 2019,N,1628,1131,497,51,368,564,641,34,273,412,408,17,95,152,233
Japan,Jul 2019,N,1761,1206,555,46,413,573,726,28,298,420,457,18,115,153,269
Japan,Aug 2019,N,1570,1109,461,49,357,522,638,38,258,377,433,11,99,145,205
Japan,Sep 2019,N,1661,1162,499,78,357,545,679,49,268,382,461,29,89,163,218
Japan,Oct 2019,N,1541,1074,467,49,326,537,627,36,217,401,419,13,109,136,208
Japan,Nov 2019,N,1595,1069,526,43,350,573,625,28,243,397,398,15,107,176,227
Japan,Dec 2019,N,1421,976,445,37,353,494,536,30,247,344,354,7,106,150,182
Japan,Jan 2020,N,1695,1200,495,56,384,581,667,35,286,425,447,21,98,156,220
Japan,Feb 2020,N,1463,1029,434,51,360,490,557,26,257,370,373,25,103,120,184
Japan,Mar 2020,N,1771,1261,510,52,429,624,664,30,315,466,449,22,114,158,215
Japan,Apr 2020,N,1463,1018,445,47,317,465,630,31,234,328,421,16,83,137,209
Japan,May 2020,N,1565,1078,487,50,391,481,638,35,287,348,404,15,104,133,234
Japan,Jun 2020,N,1580,1060,520,72,352,492,660,44,244,342,427,28,108,150,233
Japan,Jul 2020,N,1833,1179,654,62,446,581,743,39,288,397,454,23,158,184,289
Japan,Aug 2020,N,1913,1236,677,96,487,617,711,52,332,400,450,44,155,217,261
Japan,Sep 2020,N,1914,1241,673,92,499,614,704,56,338,403,440,36,161,211,264
Japan,Oct 2020,N,2210,1334,876,66,566,774,803,45,344,491,453,21,222,283,350
Japan,Nov 2020,N,1869,1228,641,81,446,642,695,47,310,424,444,34,136,218,251
Japan,Dec 2020,N,1607,1030,577,52,402,555,594,26,252,382,366,26,150,173,228
Japan,Jan 2021,N,1768,1191,577,73,451,644,597,48,304,438,399,25,147,206,198
Japan,Feb 2021,N,1660,1117,543,59,439,554,607,33,315,367,401,26,124,187,206
Japan,Mar 2021,N,1996,1319,677,61,481,719,730,37,322,504,451,24,159,215,279
Japan,Apr 2021,N,1794,1190,604,64,462,597,667,40,324,412,410,24,138,185,257
Japan,May 2021,N,1773,1165,608,75,431,573,690,41,293,410,417,34,138,163,273
Japan,Jun 2021,N,1698,1103,595,64,421,575,636,31,278,398,394,33,143,177,242
Mexico,Jan 2016,Y,442,354,88,83,209,106,42,48,179,84,41,35,30,22,1
Mexico,Feb 2016,Y,460,370,90,72,219,109,58,42,186,90,50,30,33,19,8
Mexico,Mar 2016,Y,526,416,110,102,250,118,53,63,205,96,49,39,45,22,4
Mexico,Apr 2016,Y,590,484,106,97,299,135,55,64,254,112,50,33,45,23,5
Mexico,May 2016,Y,616,499,117,113,307,142,51,74,260,118,44,39,47,24,7
Mexico,Jun 2016,Y,544,436,107,82,269,130,52,57,217,108,45,25,52,22,7
Mexico,Jul 2016,Y,565,472,93,80,279,140,60,46,240,123,57,34,39,17,3
Mexico,Aug 2016,Y,542,434,108,85,283,128,41,60,234,98,37,25,49,30,4
Mexico,Sep 2016,Y,514,429,85,75,249,131,57,55,213,110,49,20,36,21,8
Mexico,Oct 2016,Y,552,450,102,65,279,141,57,44,231,116,50,21,48,25,7
Mexico,Nov 2016,Y,478,390,87,69,250,117,39,43,212,97,37,26,38,20,2
Mexico,Dec 2016,Y,541,447,94,79,261,138,58,52,219,123,48,27,42,15,10
Mexico,Jan 2017,Y,531,427,104,85,266,115,55,58,217,93,51,27,49,22,4
Mexico,Feb 2017,Y,502,392,110,84,252,122,41,59,194,100,36,25,58,22,5
Mexico,Mar 2017,Y,518,414,104,81,251,128,54,55,214,96,45,26,37,32,9
Mexico,Apr 2017,Y,572,469,102,93,276,142,55,62,231,125,45,31,44,17,10
Mexico,May 2017,Y,634,522,111,102,350,130,46,71,298,109,41,31,52,21,5
Mexico,Jun 2017,Y,587,459,127,100,283,140,54,62,228,117,44,38,55,23,10
Mexico,Jul 2017,Y,574,453,121,70,286,157,55,43,230,126,48,27,56,31,7
Mexico,Aug 2017,Y,588,480,108,74,313,132,64,51,257,117,52,23,56,15,12
Mexico,Sep 2017,Y,521,446,75,72,243,130,66,54,211,112,60,18,32,18,6
Mexico,Oct 2017,Y,524,432,92,80,266,133,40,54,224,116,35,26,42,17,5
Mexico,Nov 2017,Y,490,397,93,82,244,115,45,56,199,97,41,26,45,18,4
Mexico,Dec 2017,Y,518,432,86,81,263,130,39,61,223,109,36,20,40,21,3
Mexico,Jan 2018,Y,472,392,80,80,243,102,37,63,201,88,31,17,42,14,6
Mexico,Feb 2018,Y,498,408,90,74,262,108,47,50,218,92,41,24,44,16,6
Mexico,Mar 2018,Y,577,475,102,63,312,137,58,44,257,115,52,19,55,22,6
Mexico,Apr 2018,Y,641,518,123,100,315,150,67,67,259,126,59,33,56,24,8
Mexico,May 2018,Y,649,530,119,114,317,162,49,74,258,146,45,40,59,16,4
